month,division,line,day_type,incidents,reporting_category
2024-06-01T00:00:00.000,B DIVISION,N,2,25,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,N,2,33,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,Q,1,0,
2024-06-01T00:00:00.000,B DIVISION,Q,1,16,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,Q,1,7,External Factors
2024-06-01T00:00:00.000,B DIVISION,Q,1,39,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,Q,1,26,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,Q,1,26,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,Q,1,78,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,Q,2,0,
2024-06-01T00:00:00.000,B DIVISION,Q,2,7,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,Q,2,0,External Factors
2024-06-01T00:00:00.000,B DIVISION,Q,2,19,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,Q,2,16,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,Q,2,23,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,Q,2,43,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,R,1,0,
2024-06-01T00:00:00.000,B DIVISION,R,1,17,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,R,1,2,External Factors
2024-06-01T00:00:00.000,B DIVISION,R,1,47,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,R,1,22,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,R,1,37,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,R,1,67,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,R,2,0,
2024-06-01T00:00:00.000,B DIVISION,R,2,10,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,R,2,2,External Factors
2024-06-01T00:00:00.000,B DIVISION,R,2,10,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,R,2,6,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,R,2,9,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,R,2,31,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,0,
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,0,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,0,External Factors
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,2,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,0,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,0,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,S Fkln,1,0,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,External Factors
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,S Fkln,2,0,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,0,
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,0,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,35,External Factors
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,3,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,1,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,2,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,S Rock,1,1,Police & Medical
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,0,
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,0,Crew Availability
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,24,External Factors
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,5,Infrastructure & Equipment
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,2,Operating Conditions
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,0,Planned ROW Work
2024-06-01T00:00:00.000,B DIVISION,S Rock,2,0,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,1,1,0,
2024-07-01T00:00:00.000,A DIVISION,1,1,27,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,1,1,1,External Factors
2024-07-01T00:00:00.000,A DIVISION,1,1,69,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,1,1,65,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,1,1,54,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,1,1,85,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,1,2,0,
2024-07-01T00:00:00.000,A DIVISION,1,2,5,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,1,2,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,1,2,9,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,1,2,14,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,1,2,10,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,1,2,10,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,2,1,0,
2024-07-01T00:00:00.000,A DIVISION,2,1,25,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,2,1,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,2,1,59,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,2,1,117,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,2,1,63,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,2,1,50,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,2,2,0,
2024-07-01T00:00:00.000,A DIVISION,2,2,10,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,2,2,1,External Factors
2024-07-01T00:00:00.000,A DIVISION,2,2,31,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,2,2,64,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,2,2,21,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,2,2,32,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,3,1,0,
2024-07-01T00:00:00.000,A DIVISION,3,1,18,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,3,1,1,External Factors
2024-07-01T00:00:00.000,A DIVISION,3,1,32,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,3,1,70,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,3,1,11,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,3,1,42,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,3,2,0,
2024-07-01T00:00:00.000,A DIVISION,3,2,4,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,3,2,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,3,2,5,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,3,2,29,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,3,2,18,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,3,2,22,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,4,1,0,
2024-07-01T00:00:00.000,A DIVISION,4,1,25,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,4,1,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,4,1,57,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,4,1,69,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,4,1,35,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,4,1,71,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,4,2,0,
2024-07-01T00:00:00.000,A DIVISION,4,2,7,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,4,2,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,4,2,21,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,4,2,55,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,4,2,15,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,4,2,30,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,5,1,0,
2024-07-01T00:00:00.000,A DIVISION,5,1,25,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,5,1,2,External Factors
2024-07-01T00:00:00.000,A DIVISION,5,1,45,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,5,1,61,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,5,1,14,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,5,1,44,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,5,2,0,
2024-07-01T00:00:00.000,A DIVISION,5,2,1,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,5,2,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,5,2,11,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,5,2,31,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,5,2,4,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,5,2,11,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,6,1,0,
2024-07-01T00:00:00.000,A DIVISION,6,1,22,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,6,1,2,External Factors
2024-07-01T00:00:00.000,A DIVISION,6,1,84,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,6,1,149,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,6,1,61,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,6,1,100,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,6,2,0,
2024-07-01T00:00:00.000,A DIVISION,6,2,4,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,6,2,2,External Factors
2024-07-01T00:00:00.000,A DIVISION,6,2,19,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,6,2,55,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,6,2,16,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,6,2,30,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,7,1,0,
2024-07-01T00:00:00.000,A DIVISION,7,1,32,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,7,1,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,7,1,40,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,7,1,6,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,7,1,20,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,7,1,40,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,7,2,0,
2024-07-01T00:00:00.000,A DIVISION,7,2,7,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,7,2,1,External Factors
2024-07-01T00:00:00.000,A DIVISION,7,2,7,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,7,2,4,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,7,2,7,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,7,2,8,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,0,
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,0,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,2,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,0,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,0,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,S 42nd,1,3,Police & Medical
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,0,
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,0,Crew Availability
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,0,External Factors
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,1,Infrastructure & Equipment
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,0,Operating Conditions
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,0,Planned ROW Work
2024-07-01T00:00:00.000,A DIVISION,S 42nd,2,0,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,A,1,0,
2024-07-01T00:00:00.000,B DIVISION,A,1,29,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,A,1,27,External Factors
2024-07-01T00:00:00.000,B DIVISION,A,1,99,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,A,1,66,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,A,1,64,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,A,1,75,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,A,2,0,
2024-07-01T00:00:00.000,B DIVISION,A,2,16,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,A,2,20,External Factors
2024-07-01T00:00:00.000,B DIVISION,A,2,69,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,A,2,20,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,A,2,35,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,A,2,28,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,B,1,0,
2024-07-01T00:00:00.000,B DIVISION,B,1,14,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,B,1,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,B,1,40,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,B,1,51,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,B,1,20,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,B,1,45,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,C,1,0,
2024-07-01T00:00:00.000,B DIVISION,C,1,10,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,C,1,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,C,1,52,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,C,1,93,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,C,1,19,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,C,1,86,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,C,2,0,
2024-07-01T00:00:00.000,B DIVISION,C,2,9,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,C,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,C,2,12,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,C,2,12,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,C,2,19,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,C,2,12,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,D,1,0,
2024-07-01T00:00:00.000,B DIVISION,D,1,21,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,D,1,1,External Factors
2024-07-01T00:00:00.000,B DIVISION,D,1,80,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,D,1,44,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,D,1,66,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,D,1,65,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,D,2,0,
2024-07-01T00:00:00.000,B DIVISION,D,2,7,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,D,2,1,External Factors
2024-07-01T00:00:00.000,B DIVISION,D,2,23,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,D,2,7,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,D,2,29,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,D,2,33,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,E,1,0,
2024-07-01T00:00:00.000,B DIVISION,E,1,16,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,E,1,1,External Factors
2024-07-01T00:00:00.000,B DIVISION,E,1,55,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,E,1,27,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,E,1,51,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,E,1,39,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,E,2,0,
2024-07-01T00:00:00.000,B DIVISION,E,2,5,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,E,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,E,2,4,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,E,2,5,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,E,2,13,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,E,2,6,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,F,1,0,
2024-07-01T00:00:00.000,B DIVISION,F,1,20,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,F,1,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,F,1,125,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,F,1,49,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,F,1,78,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,F,1,65,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,F,2,0,
2024-07-01T00:00:00.000,B DIVISION,F,2,5,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,F,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,F,2,13,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,F,2,29,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,F,2,24,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,F,2,19,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,G,1,0,
2024-07-01T00:00:00.000,B DIVISION,G,1,10,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,G,1,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,G,1,16,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,G,1,18,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,G,1,32,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,G,1,9,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,G,2,0,
2024-07-01T00:00:00.000,B DIVISION,G,2,0,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,G,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,G,2,3,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,G,2,17,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,G,2,10,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,G,2,4,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,JZ,1,0,
2024-07-01T00:00:00.000,B DIVISION,JZ,1,9,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,JZ,1,4,External Factors
2024-07-01T00:00:00.000,B DIVISION,JZ,1,45,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,JZ,1,40,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,JZ,1,45,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,JZ,1,41,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,JZ,2,0,
2024-07-01T00:00:00.000,B DIVISION,JZ,2,2,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,JZ,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,JZ,2,15,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,JZ,2,3,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,JZ,2,14,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,JZ,2,17,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,L,1,0,
2024-07-01T00:00:00.000,B DIVISION,L,1,11,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,L,1,1,External Factors
2024-07-01T00:00:00.000,B DIVISION,L,1,49,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,L,1,3,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,L,1,30,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,L,1,22,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,L,2,0,
2024-07-01T00:00:00.000,B DIVISION,L,2,4,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,L,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,L,2,8,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,L,2,1,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,L,2,6,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,L,2,8,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,M,1,0,
2024-07-01T00:00:00.000,B DIVISION,M,1,14,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,M,1,1,External Factors
2024-07-01T00:00:00.000,B DIVISION,M,1,37,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,M,1,37,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,M,1,24,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,M,1,37,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,M,2,0,
2024-07-01T00:00:00.000,B DIVISION,M,2,3,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,M,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,M,2,6,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,M,2,1,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,M,2,0,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,M,2,2,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,N,1,0,
2024-07-01T00:00:00.000,B DIVISION,N,1,23,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,N,1,5,External Factors
2024-07-01T00:00:00.000,B DIVISION,N,1,89,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,N,1,92,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,N,1,83,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,N,1,82,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,N,2,0,
2024-07-01T00:00:00.000,B DIVISION,N,2,4,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,N,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,N,2,30,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,N,2,24,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,N,2,28,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,N,2,26,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,Q,1,0,
2024-07-01T00:00:00.000,B DIVISION,Q,1,14,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,Q,1,6,External Factors
2024-07-01T00:00:00.000,B DIVISION,Q,1,63,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,Q,1,47,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,Q,1,33,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,Q,1,66,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,Q,2,0,
2024-07-01T00:00:00.000,B DIVISION,Q,2,3,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,Q,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,Q,2,26,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,Q,2,15,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,Q,2,18,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,Q,2,27,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,R,1,0,
2024-07-01T00:00:00.000,B DIVISION,R,1,20,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,R,1,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,R,1,49,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,R,1,22,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,R,1,41,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,R,1,74,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,R,2,0,
2024-07-01T00:00:00.000,B DIVISION,R,2,3,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,R,2,1,External Factors
2024-07-01T00:00:00.000,B DIVISION,R,2,14,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,R,2,3,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,R,2,7,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,R,2,21,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,0,
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,0,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,1,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,0,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,1,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,S Fkln,1,0,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,0,
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,0,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,0,External Factors
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,0,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,1,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,0,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,S Fkln,2,0,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,0,
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,0,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,25,External Factors
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,3,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,2,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,4,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,S Rock,1,2,Police & Medical
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,0,
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,0,Crew Availability
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,21,External Factors
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,9,Infrastructure & Equipment
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,2,Operating Conditions
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,0,Planned ROW Work
2024-07-01T00:00:00.000,B DIVISION,S Rock,2,3,Police & Medical
2024-08-01T00:00:00.000,A DIVISION,1,1,0,
2024-08-01T00:00:00.000,A DIVISION,1,1,20,Crew Availability
2024-08-01T00:00:00.000,A DIVISION,1,1,2,External Factors
2024-08-01T00:00:00.000,A DIVISION,1,1,74,Infrastructure & Equipment
2024-08-01T00:00:00.000,A DIVISION,1,1,57,Operating Conditions
2024-08-01T00:00:00.000,A DIVISION,1,1,48,Planned ROW Work
2024-08-01T00:00:00.000,A DIVISION,1,1,59,Police & Medical
2024-08-01T00:00:00.000,A DIVISION,1,2,0,
2024-08-01T00:00:00.000,A DIVISION,1,2,10,Crew Availability
2024-08-01T00:00:00.000,A DIVISION,1,2,1,External Factors
2024-08-01T00:00:00.000,A DIVISION,1,2,11,Infrastructure & Equipment
2024-08-01T00:00:00.000,A DIVISION,1,2,19,Operating Conditions
2024-08-01T00:00:00.000,A DIVISION,1,2,13,Planned ROW Work
2024-08-01T00:00:00.000,A DIVISION,1,2,27,Police & Medical
2024-08-01T00:00:00.000,A DIVISION,2,1,0,
2024-08-01T00:00:00.000,A DIVISION,2,1,31,Crew Availability
2024-08-01T00:00:00.000,A DIVISION,2,1,1,External Factors
